OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRL3,IDUSRL3,,"IDUSRL3 is an irrigation return flow monitoring station on Lateral 3 located on private property within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed. Lateral 3 is a tributary to Salmon Falls Creek that only flows during the irrigation season (April-October). Weekly during the irrigation season, the ARS manually measures stream flow over a 5 ft TFCC structure with a weir stick, manually collects a water quality sample, and records the water and air temperature.  This lateral is an irrigation water supply line and does not correspond with a drainage area.",17040213,,,,,42.5486854301,-114.927366643,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRL30,IDUSRL30,,"IDUSRL30 is an irrigation return flow monitoring station on Lateral 30 located on private property within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed. This lateral is a tributary of the Snake River that only flows during the irrigation season (April-October). Weekly during the irrigation season, the ARS manually measures stream flow over a 3.5 ft TFCC structure with a weir stick, manually collects a water quality sample, and records the water and air temperature when stream flow is present.  This lateral is an irrigation water supply line and does not correspond with a drainage area.",17040212,,,,,42.6261057579,-114.559810789,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRL39,IDUSRL39,,"IDUSRL39 is an irrigation return flow monitoring station on Lateral 39 located on private property within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed. This lateral is a tributary of the Snake River that receives seasonal irrigation return flow, and continuous flow from subsurface drainage within the TFCC. Weekly, the ARS manually measures stream flow over a 5 ft TFCC structure with a weir stick, manually collects a water quality sample, and records the water and air temperature all year.  This lateral is an irrigation water supply line and does not correspond with a drainage area.",17040212,,,,,42.6468937386,-114.636056545,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRL43,IDUSRL43,,"IDUSRL43 is an irrigation return flow monitoring station on Lateral 43 located on private property within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed. This lateral is a tributary of the Snake River that only flows during the irrigation season (April-October). Weekly during the irrigation season, the ARS manually measures stream flow over a 3 ft TFCC structure with a weir stick, manually collects a water quality sample, and records the water and air temperature.  This lateral is an irrigation water supply line and does not correspond with a drainage area.",17040212,,,,,42.6181439416,-114.514037549,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRL49,IDUSRL49,,"IDUSRL49 is an irrigation return flow monitoring station on Lateral 49 located on private property within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed. This lateral is a tributary of the Snake River that only flows during the irrigation season (April-October). Weekly during the irrigation season, the ARS manually measures stream flow over a 4 ft weir, manually collects a water quality sample, and records the water and air temperature.  This lateral is an irrigation water supply line and does not correspond with a drainage area.",17040212,,,,,42.6090559658,-114.501809221,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRL5A,IDUSRL5A,,"IDUSRL5A is an irrigation return flow monitoring station on Lateral 5A located on private property within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed. Lateral 5A is a tributary to Salmon Falls Creek that only flows during the irrigation season (April-October). Weekly during the irrigation season, the ARS manually measures stream flow over a 6 ft TFCC structure with a weir stick, manually collects a water quality sample, and records the water and air temperature.  This lateral is an irrigation water supply line and does not correspond with a drainage area.",17040213,,,,,42.5789118119,-114.883083072,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRLL,IDUSRLL,,IDUSRLL is a sampling location on the Low Line Canal at the intersection of 2000 E near Filer.  This irrigation canal supplies water for EC sub-basin. Water samples are collected manually weekly from May to October.  Water and air temperatures are collected manually weekly. No flow measurement.,17040212,,,,,42.5507796862,-114.653204445,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRMC,IDUSRMC,,"IDUSRMC is an irrigation return flow monitoring station on Mud Creek, a tributary of the Snake River that receives seasonal irrigation return flow and continuous flow from subsurface drainage within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC) in the Upper Snake Rock watershed. Water stage at a rated section is automatically recorded by a data logger operated by the Idaho Department of Water Resources (IDWR).  The ARS automatically collects time-composite (5 h interval) water quality samples weekly during the irrigation season, and manually collects water quality samples weekly during the winter. Water and air temperatures and gage height are manually recorded weekly all year.  The actual drainage area may vary due to the area encompassing the irrigation supply and irrigation return flow paths that may not correspond with the DEM.",17040212,10349,ha,,,42.6593159216,-114.788703687,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRMIL,IDUSRMil,,"IDUSRMIL is located at the point where water is diverted from the Snake River to Milner Dam and  the canal system  that provides irrigation water to south central Idaho.  Drainage is the area east of Milner Dam that the Snake River flows through in Idaho and Wyoming. Surface water samples were collected by dip-sampling at 2-week intervals for Phosphate-P, Nitrate-N, total salt concentrations, and water temperature.  All other variables were collected at 4 week intervals after the first few months.",17040209,,,,,42.5257684006,-114.013644667,,,,,NAD83,,,,,,,US,16,53,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRMLA,IDUSRMLA,,"IDUSRMLA is a monitoring station on the Main Line irrigation canal that delivers water from April through October to the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC) in the Upper Snake Rock watershed. Weekly during the irrigation season, the ARS manually collects a water quality sample and records water and air temperature. Water stage is automatically recorded at a rated section near the outlet of Murtaugh Lake, approximately 10 km upstream from this station. This canal also supplies irrigation water to the TF1 sub-basin.  This canal is an irrigation water supply line and does not correspond with a drainage area.",17040212,,,,,42.5476358308,-114.244674353,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRMLB,IDUSRMLB,,"IDUSRMLB is a sampling location on the Main Line canal at the intersection of 3200 N near Hansen, about 4 km downstream from IDUSRMLA. This irrigation canal supplies water to the TF3 sub-basin. Water samples are collected manually weekly from May to October.  Water and air temperatures are also collected manually weekly. No flow measurement.",17040212,,,,,42.5187929062,-114.276374602,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRNC,IDUSRNC,,"IDUSRNC is an irrigation return flow monitoring station on N Coulee located on private property within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed. This coulee is a tributary to Salmon Falls Creek that only flows during the irrigation season (April-October). Water stage at a 5 ft weir and water temperature is automatically recorded by a data logger operated by the ARS. Weekly during the irrigation season, the ARS manually collects a water quality sample, records the gage height, and records the water and air temperature.  The actual drainage area may vary due to the area encompassing the irrigation supply and irrigation return flow paths that may not correspond with the DEM.",17040213,2632,ha,,,42.5643641289,-114.910879422,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRPC,IDUSRPC,,"IDUSRPC is an irrigation return flow monitoring station on Perrine Coulee located within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed. This coulee is a tributary of the Snake River that receives seasonal irrigation return flow and excess geothermal water from the College of Southern Idaho, and continuous subsurface drain flow. Water stage at a 6 ft weir is automatically recorded by a data logger operated by the TFCC. The ARS automatically collects time-composite (5 h) water quality samples March-November, and manually collects water quality samples weekly during the winter. Water and air temperature and gage height are manually recorded weekly all year.  The actual drainage area may vary due to the area encompassing the irrigation supply and irrigation return flow paths that may not correspond with the DEM.",17040212,7227,ha,,,42.5940439403,-114.472137562,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRPC1,IDUSRPC1,,IDUSRPC1 is a sub-basin monitoring station located within the Twin Falls Irrigation Tract in the Upper Snake Rock watershed. Water stage in a flume is automatically recorded by a data logger operated by the ARS. The data logger controls a water sampler to collect flow-composite water quality samples from April-October. Air and water temperature are manually recorded weekly when water samples are collected.,17040212,354,ha,,,42.5133584264,-114.364550585,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRPC2,IDUSRPC2,,IDUSRPC2 is a sub-basin monitoring station located within the Twin Falls Irrigation Tract in the Upper Snake Rock watershed. Water stage in a flume is automatically recorded by a data logger operated by the ARS. The data logger controls a water sampler to collect flow-composite water quality samples from April-October. Air and water temperature are manually recorded weekly when water samples are collected.,17040212,448,ha,,,42.5293856148,-114.400972953,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRQ2,IDUSRQ2,,"IDUSRQ2 is an irrigation return flow monitoring station on Lateral 30A / Q-2 Coulee located on private property within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed. This coulee is a tributary to Rock Creek, downstream from RCP station, and recieves seasonal irrigation return flow and subsurface drainage flow. Weekly when water is flowing, the ARS manually measures stream flow over a 4 ft weir, manually collects a water quality sample, and records the water and air temperature.  This lateral is an irrigation water supply line and does not correspond with a drainage area.",17040212,,,,,42.6183939426,-114.535254245,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRQC,IDUSRQC,,"IDUSRQC is an irrigation return flow monitoring station on Q Coulee located within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed. This coulee is a tributary to the Snake River that receives seasonal irrigation return flow and continous subsurface drain flow. Water stage at a rated section is automatically recorded by a data logger operated by the ARS. The ARS automatically collects time-composite (5 h) water quality samples from March-November, and manually collects water quality samples weekly during the winter.Water and air temperature and gage height are manually recorded weekly all year.  The actual drainage area may vary due to the area encompassing the irrigation supply and irrigation return flow paths that may not correspond with the DEM.",17040212,1945,ha,,,42.6360909663,-114.581904434,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRRCH,IDUSRRCH,,"IDUSRRCH is a monitoring station on Rock Creek where it crosses under the High Line Canal as it enters the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed. Rock Creek flows seasonally from snow melt, precipication and springs originating in the mountains south of the watershed. Water stage measured at a 10 ft weir is automatically recorded by a data logger operated by the ARS. The ARS manually collects water quality samples and records the water and air temperature and gage height weekly when the creek is flowing.  This creek, at this location, does not correspond with a drainage area within the TFIT.",17040212,,,,,42.4361333331,-114.299233333,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRRCP,IDUSRRCP,,"IDUSRRCP is an irrigation return flow monitoring station on Rock Creek, a tributary of the Snake River, at Poleline Road located within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed.  Rock Creek receives flow from IDUSRRCH, seasonal irrigation return flow and continuous subsurface drain flow. Water stage at a rated section is automatically recorded by a data logger operated by the ARS. The ARS automatically collects time-composite (5 h) water quality samples from March-November, and manually collects water quality samples weekly during the winter. Water and air temperature and gage height are manually recorded weekly all year.  The actual drainage area may vary due to the area encompassing the irrigation supply and irrigation return flow paths that may not correspond with the DEM.",17040212,20251,ha,,,42.5941515148,-114.529875217,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRS2,IDUSRS2,,"IDUSRS2 is an irrigation return flow monitoring station on S-2 Coulee located on private property within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed. This coulee receives seasonal irrigation return flow and continous subsurface drain flow. Water stage at a 4 ft weir is automatically recorded by a data logger operated by the ARS. The ARS automatically collects flow-composite water quality samples from March-November, and  manually collects water quality samples weekly during the winter. Water and air temperature and gage height are manually recorded weekly all year.  The actual drainage area may vary due to the area encompassing the irrigation supply and irrigation return flow paths that may not correspond with the DEM.",17040212,986,ha,,,42.6423308756,-114.618724019,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRSC,IDUSRSC,,"IDUSRSC is an irrigation return flow monitoring station on S Coulee located on private property within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed. This coulee receives seasonal irrigation return flow and continous subsurface drain flow. Water stage at a 5.25 ft weir is automatically recorded by a data logger operated by the Idaho Department of Water Resources (IDWR).  The ARS automatically collects time-composite (5 h) water quality samples from March-November, and manually collects water quality samples during the winter. Water and air temperatures and gage height are manually recorded weekly all year.  The actual drainage area may vary due to the area encompassing the irrigation supply and irrigation return flow paths that may not correspond with the DEM.",17040212,3399,ha,,,42.6348015821,-114.592917582,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRSQ,IDUSRSQ,,"IDUSRSQ is an irrigation return flow monitoring station at a hydropower plant outflow located within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed. The hydropower plant receives water from both Q and S coulees, which have seasonal irrigation return flow and continuous subsurface drain flow, and are tributaries to the Snake River. Water stage at a rated section is automatically recorded by a data logger operated by the Idaho Department of Water Resources (IDWR). The ARS automatically collects time-composite (5 h interval) water quality samples weekly from March-November, and manually collects water quality samples weekly during the winter. Water and air temperatures are manually recorded weekly all year.",17040212,,,,,42.6404641869,-114.593129983,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRTF,IDUSRTF,,"IDUSRTF is an irrigation return flow monitoring station on Twin Falls Coulee located on private property within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed. This coulee is a tributary to the Snake River and receives seasonal irrigation return flow. Water stage at a 2.5 ft weir is automatically recorded by a data logger operated by the Idaho Department of Water Resources (IDWR). The ARS manually collects a water quality sample, records the gage height, and records the water and air temperature weekly during the irrigation season (April-October).  The actual drainage area may vary due to the area encompassing the irrigation supply and irrigation return flow paths that may not correspond with the DEM.",17040212,4032,ha,,,42.5837507488,-114.348164168,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRTF1,IDUSRTF1,,IDUSRTF1 is a sub-basin monitoring station located within the Twin Falls Irrigation Tract in the Upper Snake Rock watershed.  Water stage in a weir is automatically recorded by a data logger operated by the ARS. The data logger controls a water sampler to collect flow-composite water quality samples from April-October. Air and water temperature are manually recorded weekly when water samples are collected.,17040212,174,ha,,,42.5463195115,-114.262783613,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRTF3,IDUSRTF3,,IDUSRTF3 is a sub-basin monitoring station located within the Twin Falls Irrigation Tract in the Upper Snake Rock watershed. Water stage in a flume is automatically recorded by a data logger operated by the ARS. The data logger controls a water sampler to collect flow-composite water quality samples from April-October. Air and water temperature are manually recorded weekly when water samples are collected.,17040212,152,ha,,,42.5291498136,-114.294501945,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
ARS,USDA Agricultural Research Service,ARS-IDUSR-IDUSRTN,IDUSRTN,,"IDUSRTN is an irrigation return flow monitoring station on T and N Coulees located on private property within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed. These coulees are tributaries to the Snake River and receive seasonal irrigation return flow and continous subsurface drain flow. The ARS manually measures stream flow over two 2 ft TFCC structures with a weir stick, manually collects a water quality sample, and records the water and air temperatures weekly all year.  The actual drainage area may vary due to the area encompassing the irrigation supply and irrigation return flow paths that may not correspond with the DEM.",17040212,1073,ha,,,42.6665804187,-114.822576666,,,,,NAD83,,,,,,,US,16,83,,,,,,,,
800597,Ogden Railyard (US EPA Region 8),0800597-1-B1,"Y=417762.906,X=4564381.5",CERCLA Superfund Site,"Y=417762.906,X=4564381.5",16020102,,,,,41.22665,-111.98119,,,,Unknown,UNKWN,4286,ft             ,,,Classical Surveying Techniques,UNKWN       ,US,49,57,,,,,,,,
800597,Ogden Railyard (US EPA Region 8),0800597-1-B4,"Y=417742.562,X=4564392.5",CERCLA Superfund Site,"Y=417742.562,X=4564392.5",16020102,,,,,41.22674,-111.98144,,,,Unknown,UNKWN,4289,ft             ,,,Classical Surveying Techniques,UNKWN       ,US,49,57,,,,,,,,
800597,Ogden Railyard (US EPA Region 8),0800597-12-MW1,"Y=416873.344,X=4559783",CERCLA Superfund Site,"Y=416873.344,X=4559783",16020102,,,,,41.18514,-111.99118,,,,Unknown,UNKWN,4347,ft             ,,,Classical Surveying Techniques,UNKWN       ,US,49,57,,,,,,,,
800597,Ogden Railyard (US EPA Region 8),0800597-12-MW2D,"Y=416903.406,X=4559782",CERCLA Superfund Site,"Y=416903.406,X=4559782",16020102,,,,,41.18513,-111.99082,,,,Unknown,UNKWN,4348,ft             ,,,Classical Surveying Techniques,UNKWN       ,US,49,57,,,,,,,,
